source,title,description,text,label
CryptoNews,Kraken Suspends Automated Clearinghouse Deposits and Withdrawals Due to Silvergate's Closure \x93 What Does This Mean for Users?,Kraken will suspend automated clearinghouse (ACH) deposits and withdrawals beginning March 27 due to the recent closure of its partner bank Silvergate Bank.,Source: CryptoNews Title: Kraken Suspends Automated Clearinghouse Deposits and Withdrawals Due to Silvergate's Closure \x93 What Does This Mean for Users? Description: Kraken will suspend automated clearinghouse (ACH) deposits and withdrawals beginning March 27 due to the recent closure of its partner bank Silvergate Bank.,1
CoinTelegraph,Ethereum faces 6-month lows versus Bitcoin —\xa0Will ETH price rebound?,"Ethereum price has turned oversold against Bitcoin, raising the possibilities of a rebound in the coming weeks.","Source: CoinTelegraph Title: Ethereum faces 6-month lows versus Bitcoin —\xa0Will ETH price rebound? Description: Ethereum price has turned oversold against Bitcoin, raising the possibilities of a rebound in the coming weeks.",1
CoinTelegraph,Kraken to suspend Plaid withdrawals and deposits via ACH Silvergate,"Joined the Silvergate Exchange Network back in 2019, Kraken is now looking for new ACH funding options.","Source: CoinTelegraph Title: Kraken to suspend Plaid withdrawals and deposits via ACH Silvergate Description: Joined the Silvergate Exchange Network back in 2019, Kraken is now looking for new ACH funding options.",0
CryptoPotato,"TRX, HT, BTT Crashed After SEC Accused Justin Sun of Securities Fraud",His Excellency Justin Sun has been accused by the SEC of manipulating the markets to pump the price of TRX and other tokens.,"Source: CryptoPotato Title: TRX, HT, BTT Crashed After SEC Accused Justin Sun of Securities Fraud Description: His Excellency Justin Sun has been accused by the SEC of manipulating the markets to pump the price of TRX and other tokens.",1
CoinTelegraph,Chainalysis breaks down how scammers adapt during the bear market,"As crypto traders became wary of making investment decisions amid the Terra collapse in 2022, scammers shifted to free giveaways and romance scams.","Source: CoinTelegraph Title: Chainalysis breaks down how scammers adapt during the bear market Description: As crypto traders became wary of making investment decisions amid the Terra collapse in 2022, scammers shifted to free giveaways and romance scams.",0
CoinTelegraph,"Aussie crypto exchange hints interest in Hong Kong base, but it’ll depend","The CEO of Independent Reserve says Hong Kong's 'friendly' licensing regime makes it a worthy destination to set up shop, but there are other factors to consider.","Source: CoinTelegraph Title: Aussie crypto exchange hints interest in Hong Kong base, but it’ll depend Description: The CEO of Independent Reserve says Hong Kong's 'friendly' licensing regime makes it a worthy destination to set up shop, but there are other factors to consider.",0
CoinTelegraph,"CFTC’s tech committee gathered in DC to talk DeFi, here’s what was discussed","DeFi was top of the agenda at the CFTC’s tech committee meeting, with crypto execs giving explanations and discussing the space with the regulator.","Source: CoinTelegraph Title: CFTC’s tech committee gathered in DC to talk DeFi, here’s what was discussed Description: DeFi was top of the agenda at the CFTC’s tech committee meeting, with crypto execs giving explanations and discussing the space with the regulator.",1
CryptoPotato,Bitzlato Restores Partial Access to BTC Holdings 2 Months After Shutting Down,Bitzlato users could use the Telegram feature to gain access to half of their bitcoin possessions frozen on the platform.,Source: CryptoPotato Title: Bitzlato Restores Partial Access to BTC Holdings 2 Months After Shutting Down Description: Bitzlato users could use the Telegram feature to gain access to half of their bitcoin possessions frozen on the platform.,0
CryptoPotato,SEC Issues Wells Notice Against Coinbase for Listing Unregistered Securities,A legal battle between America’s leading crypto exchange and the SEC looks ready to begin.,Source: CryptoPotato Title: SEC Issues Wells Notice Against Coinbase for Listing Unregistered Securities Description: A legal battle between America’s leading crypto exchange and the SEC looks ready to begin.,1
CryptoPotato,MetaMask Taps MoonPay to Enable Nigerians Buy Crypto via Instant Bank Transfers,Nigeria is among the top ten countries regarding visitors to MetaMask's website over the last month.,Source: CryptoPotato Title: MetaMask Taps MoonPay to Enable Nigerians Buy Crypto via Instant Bank Transfers Description: Nigeria is among the top ten countries regarding visitors to MetaMask's website over the last month.,0
CryptoPotato,Coinbase Expands to Brazil Supporting The Central Bank’s Payment System PIX,"Coinbase is expanding to Latin America and chose Brazil as its first stop, directly competing against Crypto.com and Binance.","Source: CryptoPotato Title: Coinbase Expands to Brazil Supporting The Central Bank’s Payment System PIX Description: Coinbase is expanding to Latin America and chose Brazil as its first stop, directly competing against Crypto.com and Binance.",1
CoinTelegraph,Xapo Bank to enable USDC deposits and withdrawals,"According to the Bitcoin custodian, utilizing the USDC stablecoin will allow members to deposit and withdraw funds without fees.","Source: CoinTelegraph Title: Xapo Bank to enable USDC deposits and withdrawals Description: According to the Bitcoin custodian, utilizing the USDC stablecoin will allow members to deposit and withdraw funds without fees.",0
CryptoPotato,Bulgarian Member of Crypto Scam OneCoin to Face Justice in the US,Irina Dilkinska - Head of Legal and Compliance at OneCoin - could serve up to 40 years in jail.,Source: CryptoPotato Title: Bulgarian Member of Crypto Scam OneCoin to Face Justice in the US Description: Irina Dilkinska - Head of Legal and Compliance at OneCoin - could serve up to 40 years in jail.,0
CoinTelegraph,Arbitrum’s ARB token signifies the start of airdrop season — Here are 5 to look out for,"Arbitrum’s upcoming ARB token has everyone excited about the next potential airdrop, and it looks like there’s more to come.","Source: CoinTelegraph Title: Arbitrum’s ARB token signifies the start of airdrop season — Here are 5 to look out for Description: Arbitrum’s upcoming ARB token has everyone excited about the next potential airdrop, and it looks like there’s more to come.",1
CryptoNews,"Bankruptcy Judge: Celsius Account Holders Can Retrieve 72.5% of Crypto Holdings, Permitted They Opt-In to Settlement Plan","Custody account holders with the now-bankrupt crypto lender Celsius will be able to get back 72.5% of their holdings, as long as they agree to a settlement plan.","Source: CryptoNews Title: Bankruptcy Judge: Celsius Account Holders Can Retrieve 72.5% of Crypto Holdings, Permitted They Opt-In to Settlement Plan Description: Custody account holders with the now-bankrupt crypto lender Celsius will be able to get back 72.5% of their holdings, as long as they agree to a settlement plan.",1
CryptoPotato,"White House Blasts Bitcoin for Having “No Fundamental Value,” Praises CBDCs","The White House argues Bitcoin is neither an effective money, nor an inflation hedge.","Source: CryptoPotato Title: White House Blasts Bitcoin for Having “No Fundamental Value,” Praises CBDCs Description: The White House argues Bitcoin is neither an effective money, nor an inflation hedge.",1
CoinTelegraph,How can a decentralized talent pool solve one of the biggest problems of Web3?,"As the internet advances, so too does the model for hiring the talent building it.","Source: CoinTelegraph Title: How can a decentralized talent pool solve one of the biggest problems of Web3? Description: As the internet advances, so too does the model for hiring the talent building it.",0
CoinTelegraph,Deloitte dives into immersive experiences as more industries turn to Web3,The Big 4 accounting firm is betting on immersive experiences and other Web3 solutions to address various corporate needs.,Source: CoinTelegraph Title: Deloitte dives into immersive experiences as more industries turn to Web3 Description: The Big 4 accounting firm is betting on immersive experiences and other Web3 solutions to address various corporate needs.,1
CoinTelegraph,"Ethereum price at $1.4K was a bargain, and a rally toward $2K looks like the next step","ETH’s correlation with tech stocks, its increasing total value locked and its deflationary token economics all suggest that the path to $2,000 is programmed.","Source: CoinTelegraph Title: Ethereum price at $1.4K was a bargain, and a rally toward $2K looks like the next step Description: ETH’s correlation with tech stocks, its increasing total value locked and its deflationary token economics all suggest that the path to $2,000 is programmed.",1
CoinTelegraph,French lawmakers propose ban on crypto influencer promotions,"According to the proposal, individuals caught violating these prohibitions could face a two-year prison sentence and a 30,000 euro fine.","Source: CoinTelegraph Title: French lawmakers propose ban on crypto influencer promotions Description: According to the proposal, individuals caught violating these prohibitions could face a two-year prison sentence and a 30,000 euro fine.",1
CoinTelegraph,"SVB collapse chilled NFT trading volumes: Nifty Newsletter, March 15–21",Cointelegraph explored the United Arab Emirates to see how NFTs are used in the region.,"Source: CoinTelegraph Title: SVB collapse chilled NFT trading volumes: Nifty Newsletter, March 15–21 Description: Cointelegraph explored the United Arab Emirates to see how NFTs are used in the region.",0
CryptoNews,"Bitcoin Price Prediction as Fed Announces Interest Rate Decision \x93Â\xa0Can BTC Reach $30,000 This Week?","The announcement of the Federal Reserve's interest rate decision has caused a stir in the financial market, and Bitcoin (BTC) investors are watching closely to see how it will affect the cryptocurrency's price. \n\nAs BTC has experienced a volatile year, with highs and lows that have left many investors on edge, the question on everyone's mind is whether BTC can reach $30,000 this week.","Source: CryptoNews Title: Bitcoin Price Prediction as Fed Announces Interest Rate Decision \x93Â\xa0Can BTC Reach $30,000 This Week? Description: The announcement of the Federal Reserve's interest rate decision has caused a stir in the financial market, and Bitcoin (BTC) investors are watching closely to see how it will affect the cryptocurrency's price. \n\nAs BTC has experienced a volatile year, with highs and lows that have left many investors on edge, the question on everyone's mind is whether BTC can reach $30,000 this week.",0
CryptoNews,"Best Crypto to Buy Now 22 March \x93 LHINU, XLM, FGHT, ALGO, METRO, ETC, CCHG, TARO","The Federal Reserve had a difficult decision to make on interest rates as it balanced economic stability with banking system stability. The uncertain macroeconomic situation is impacting the best cryptos to buy now, with Bitcoin waiting for the Fed's decision.","Source: CryptoNews Title: Best Crypto to Buy Now 22 March \x93 LHINU, XLM, FGHT, ALGO, METRO, ETC, CCHG, TARO Description: The Federal Reserve had a difficult decision to make on interest rates as it balanced economic stability with banking system stability. The uncertain macroeconomic situation is impacting the best cryptos to buy now, with Bitcoin waiting for the Fed's decision.",0
CoinTelegraph,"Price analysis 3/22: BTC, ETH, BNB, XRP, ADA, DOGE, MATIC, SOL, DOT, SHIB","Technical charts are beginning to suggest that BTC is at the end of its bear market cycle, and traders believe this could yield positive results for most altcoins.","Source: CoinTelegraph Title: Price analysis 3/22: BTC, ETH, BNB, XRP, ADA, DOGE, MATIC, SOL, DOT, SHIB Description: Technical charts are beginning to suggest that BTC is at the end of its bear market cycle, and traders believe this could yield positive results for most altcoins.",1
CryptoNews,Ethereum Price Prediction as ETH Rallies 6% in 7 Days \x93 How High Can ETH Go in 2023?,"Ether (ETH) could see significant volatility in wake of the fast-approaching Fed policy announcement, but its outlook for the rest of the year is looking good for these reasons.","Source: CryptoNews Title: Ethereum Price Prediction as ETH Rallies 6% in 7 Days \x93 How High Can ETH Go in 2023? Description: Ether (ETH) could see significant volatility in wake of the fast-approaching Fed policy announcement, but its outlook for the rest of the year is looking good for these reasons.",1
CoinTelegraph,Arbitrum aims to empower its community through governance token launch,"Arbitrum, a leading Layer-2 scaling solution for Ethereum has announced the launch and airdrop of its native token, ARB.","Source: CoinTelegraph Title: Arbitrum aims to empower its community through governance token launch Description: Arbitrum, a leading Layer-2 scaling solution for Ethereum has announced the launch and airdrop of its native token, ARB.",1
CryptoPotato,Magic Eden Launches Bitcoin NFT Marketplace\xa0,"Magic Eden users can now buy, sell, list, and bid on Bitcoin-based Ordinal NFTs.\xa0","Source: CryptoPotato Title: Magic Eden Launches Bitcoin NFT Marketplace\xa0 Description: Magic Eden users can now buy, sell, list, and bid on Bitcoin-based Ordinal NFTs.\xa0",1
CryptoNews,"Today in Crypto: Chainlink Labs Partners with PwC Germany, Bitget Acquires BitKeep, Bitzlato Allows Users to Withdraw up to 50% of Assets, BANXA Joins Hands with BitMart","Get your daily, bite-sized digest of cryptoasset and blockchain-related news.","Source: CryptoNews Title: Today in Crypto: Chainlink Labs Partners with PwC Germany, Bitget Acquires BitKeep, Bitzlato Allows Users to Withdraw up to 50% of Assets, BANXA Joins Hands with BitMart Description: Get your daily, bite-sized digest of cryptoasset and blockchain-related news.",0
CryptoNews,New White House Report Slams Digital Asset Industry \x93 Regulation Incoming?,The digital asset industry has been slammed in a report from the White House. Are stricter regulations now on the horizon?,Source: CryptoNews Title: New White House Report Slams Digital Asset Industry \x93 Regulation Incoming? Description: The digital asset industry has been slammed in a report from the White House. Are stricter regulations now on the horizon?,1
CryptoNews,US Department of Justice: Bulgarian Woman Faces Charges in Multi-Billion-Dollar 'OneCoin' Crypto Scam,A Bulgarian woman has been extradited to the United States for her involvement in the notorious crypto scheme OneCoin.,Source: CryptoNews Title: US Department of Justice: Bulgarian Woman Faces Charges in Multi-Billion-Dollar 'OneCoin' Crypto Scam Description: A Bulgarian woman has been extradited to the United States for her involvement in the notorious crypto scheme OneCoin.,0
CryptoNews,"IRS Considers Treating NFTs as Taxable Collectibles, Raising Concerns for Digital Asset Owners",NFT News: US Internal Revenue Service (IRS) publish new NFT tax rule proposals for public comment ahead of finalisation of NFT tax rules on June 19. Find out what collectibles and capital gain tax could mean for your NFT portfolio here!,"Source: CryptoNews Title: IRS Considers Treating NFTs as Taxable Collectibles, Raising Concerns for Digital Asset Owners Description: NFT News: US Internal Revenue Service (IRS) publish new NFT tax rule proposals for public comment ahead of finalisation of NFT tax rules on June 19. Find out what collectibles and capital gain tax could mean for your NFT portfolio here!",1
CoinTelegraph,Traditional banks rely on ‘tiny buffer’: Paris Blockchain Week 2023,"Signature Bank is the best place for crypto banking, even if it goes bankrupt, Woorton co-founder Zahreddine Touag believes.","Source: CoinTelegraph Title: Traditional banks rely on ‘tiny buffer’: Paris Blockchain Week 2023 Description: Signature Bank is the best place for crypto banking, even if it goes bankrupt, Woorton co-founder Zahreddine Touag believes.",0
CryptoNews,Breaking: Circle CEO Confirms Hack on Employee Account Promising USDC Airdrop \x93 What's Going On?,Circle CEO Jeremy Allaire has announced that the Twitter account of one of the company's top executives that promised a USDC airdrop has been hacked. Here's what happened.,Source: CryptoNews Title: Breaking: Circle CEO Confirms Hack on Employee Account Promising USDC Airdrop \x93 What's Going On? Description: Circle CEO Jeremy Allaire has announced that the Twitter account of one of the company's top executives that promised a USDC airdrop has been hacked. Here's what happened.,0
CryptoPotato,Circle Executive’s Twitter Account Hacked to Promote Fake USDC Airdrop,Hackers have used a Circle executive's Twitter account to promote a fake USDC airdrop. ,Source: CryptoPotato Title: Circle Executive’s Twitter Account Hacked to Promote Fake USDC Airdrop Description: Hackers have used a Circle executive's Twitter account to promote a fake USDC airdrop. ,0
CryptoNews,Venezuela's Maduro Purges Crypto Offices of 'Mafia' Influences \x93 'Hundreds' Arrested,Venezuela's President NicolÃ¡s Maduro says he has \x9cpurged mafia influences\x9d from his government's crypto regulators \x93 after overseeing the arrest of one of his former right-hand men.,Source: CryptoNews Title: Venezuela's Maduro Purges Crypto Offices of 'Mafia' Influences \x93 'Hundreds' Arrested Description: Venezuela's President NicolÃ¡s Maduro says he has \x9cpurged mafia influences\x9d from his government's crypto regulators \x93 after overseeing the arrest of one of his former right-hand men.,0
CoinTelegraph,Circle CSO's Twitter account breached by scammers,"'Any links to offers are scams. We are investigating the situation and taking action accordingly,' wrote USDC issuer Circle.","Source: CoinTelegraph Title: Circle CSO's Twitter account breached by scammers Description: 'Any links to offers are scams. We are investigating the situation and taking action accordingly,' wrote USDC issuer Circle.",0
CoinTelegraph,Tether CTO on USDC depeg: ‘Bitcoin maxis were right all along’ | PBW 2023,Paolo Ardoino said that recent events in the crypto space demonstrate that Bitcoiners were right and that Bitcoin is the “ultimate way” to hold wealth.,Source: CoinTelegraph Title: Tether CTO on USDC depeg: ‘Bitcoin maxis were right all along’ | PBW 2023 Description: Paolo Ardoino said that recent events in the crypto space demonstrate that Bitcoiners were right and that Bitcoin is the “ultimate way” to hold wealth.,1
CoinTelegraph,Multi-chain wallet BitKeep raises $30M at $300M valuation,The firm previously raised $15M at a $100M valuation in May 2022.,Source: CoinTelegraph Title: Multi-chain wallet BitKeep raises $30M at $300M valuation Description: The firm previously raised $15M at a $100M valuation in May 2022.,0
CryptoPotato,Former Coinbase CTO Balaji Srinivasan’s $1M Bitcoin Gambit Sparks Hyperinflation Debate,"""Rome was not built (or destroyed!) in a day. The shift to bitcoin is likely going to take a lot longer than 3 months."" - Saifedean Ammous","Source: CryptoPotato Title: Former Coinbase CTO Balaji Srinivasan’s $1M Bitcoin Gambit Sparks Hyperinflation Debate Description: ""Rome was not built (or destroyed!) in a day. The shift to bitcoin is likely going to take a lot longer than 3 months."" - Saifedean Ammous",0
CoinTelegraph,Metaverse brings new problems and opportunities to music licensing,"With the rising popularity of Web3 and the metaverse, songwriters and musicians are wondering what music licensing will look like in this new space.","Source: CoinTelegraph Title: Metaverse brings new problems and opportunities to music licensing Description: With the rising popularity of Web3 and the metaverse, songwriters and musicians are wondering what music licensing will look like in this new space.",1
CoinTelegraph,"How are farmers using blockchain, AI and IoT? AMA with Dimitra",Blockchain has been integrated into various industries — agriculture is no exception.,"Source: CoinTelegraph Title: How are farmers using blockchain, AI and IoT? AMA with Dimitra Description: Blockchain has been integrated into various industries — agriculture is no exception.",0
CoinTelegraph,Why is Cardano price up today?,"Cardano whales are largely behind ADA's price rally in the last week, helped by Bitcoin's multi-month highs amid the banking crisis and Fed pivot hopes.","Source: CoinTelegraph Title: Why is Cardano price up today? Description: Cardano whales are largely behind ADA's price rally in the last week, helped by Bitcoin's multi-month highs amid the banking crisis and Fed pivot hopes.",1
CoinTelegraph,PBW 2023 explores the current state of the blockchain space,"Circle’s chief strategy officer Dante Disparte said at a Paris Blockchain Week panel that while the chain is currently not strong, people are continuing to build and develop.","Source: CoinTelegraph Title: PBW 2023 explores the current state of the blockchain space Description: Circle’s chief strategy officer Dante Disparte said at a Paris Blockchain Week panel that while the chain is currently not strong, people are continuing to build and develop.",0
CryptoNews,Cardano Price Forecast as ADA Becomes One of the Best-Performing Assets in the Market \x93Â\xa0Are Whales Buying?,"The Cardano price has spiked by an impressive 9% in the past 24 hours, reaching $0.374914 as the cryptocurrency market rises by 1% within the same period.","Source: CryptoNews Title: Cardano Price Forecast as ADA Becomes One of the Best-Performing Assets in the Market \x93Â\xa0Are Whales Buying? Description: The Cardano price has spiked by an impressive 9% in the past 24 hours, reaching $0.374914 as the cryptocurrency market rises by 1% within the same period.",1
CryptoPotato,Crypto Arena: Release Your Frustration and Fight for Rewards,"Over the past 12 months, the financial markets, including the crypto and traditional finance sectors, encountered a series of catastrophic failures that left many investors scratching their heads and counting","Source: CryptoPotato Title: Crypto Arena: Release Your Frustration and Fight for Rewards Description: Over the past 12 months, the financial markets, including the crypto and traditional finance sectors, encountered a series of catastrophic failures that left many investors scratching their heads and counting",0
CoinTelegraph,Tim Draper sings a Bitcoin song dedicated to SVB and world governments: PBW 2023,The American venture capital investor Tim Draper took the stage at Paris Blockchain Week 2023 to talk about the decentralization of the future of money.,Source: CoinTelegraph Title: Tim Draper sings a Bitcoin song dedicated to SVB and world governments: PBW 2023 Description: The American venture capital investor Tim Draper took the stage at Paris Blockchain Week 2023 to talk about the decentralization of the future of money.,1
CoinTelegraph,Cathie Wood’s ARK sells Coinbase stock for the first time in 2023,"The sold amount accounts for 9% of all Coinbase shares bought by ARK Invest so far this year, and about 23% of COIN acquired in March.","Source: CoinTelegraph Title: Cathie Wood’s ARK sells Coinbase stock for the first time in 2023 Description: The sold amount accounts for 9% of all Coinbase shares bought by ARK Invest so far this year, and about 23% of COIN acquired in March.",0
CryptoPotato,"FTX Sues Bahamian Liquidators, Claims US Entity Was The HQ (Report)","Although FTX US and Bahamian authorities are nominally cooperating on recovery assets, the lawsuit shows a different point of view.\r\n","Source: CryptoPotato Title: FTX Sues Bahamian Liquidators, Claims US Entity Was The HQ (Report) Description: Although FTX US and Bahamian authorities are nominally cooperating on recovery assets, the lawsuit shows a different point of view.\r\n",0
CryptoNews,"Bitcoin on Verge of Breakout Towards $30K, But These Metrics Suggest Market Might Be Getting Too Hot","In wake of the latest rally above $28,000, the Bitcoin market has really been heating up, although history suggests it could yet get a lot hotter.","Source: CryptoNews Title: Bitcoin on Verge of Breakout Towards $30K, But These Metrics Suggest Market Might Be Getting Too Hot Description: In wake of the latest rally above $28,000, the Bitcoin market has really been heating up, although history suggests it could yet get a lot hotter.",1
CoinTelegraph,CCP Games secures $40M funding for upcoming Web3 game,"The financing was led by venture capital firm Andreessen Horowitz, with participation from Makers Fund, BITKRAFT, Kingsway Capital and HASHED, among others.","Source: CoinTelegraph Title: CCP Games secures $40M funding for upcoming Web3 game Description: The financing was led by venture capital firm Andreessen Horowitz, with participation from Makers Fund, BITKRAFT, Kingsway Capital and HASHED, among others.",0
CryptoNews,"Bitcoin Price Prediction as Bulls Hold $27,000 Support \x93 Can BTC Rally Again?","The BTC/USD is trading at 27,908, up by 2.50% in 24 hours. The US bank crisis fueled a weekend surge, and Bitcoin momentarily reached $28,000 for the first time in nine months on Monday. However, the price dropped before the US Fed decided on interest rates.","Source: CryptoNews Title: Bitcoin Price Prediction as Bulls Hold $27,000 Support \x93 Can BTC Rally Again? Description: The BTC/USD is trading at 27,908, up by 2.50% in 24 hours. The US bank crisis fueled a weekend surge, and Bitcoin momentarily reached $28,000 for the first time in nine months on Monday. However, the price dropped before the US Fed decided on interest rates.",1
CryptoNews,"Best Crypto to Buy Now 21 March \x93 LHINU, XRP, FGHT, BNB, CCHG, TARO","After reaching its highest point since June 2022, the price of Bitcoin has experienced a decline. The Federal Reserve's decision may greatly influence the future of the cryptocurrency market, as well as the best cryptos to buy now.","Source: CryptoNews Title: Best Crypto to Buy Now 21 March \x93 LHINU, XRP, FGHT, BNB, CCHG, TARO Description: After reaching its highest point since June 2022, the price of Bitcoin has experienced a decline. The Federal Reserve's decision may greatly influence the future of the cryptocurrency market, as well as the best cryptos to buy now.",1
CryptoPotato,Ex-Coinbase CTO Clears the Air on His $2 Million Hyperbitcoinization Bet,"Balaji Srinivasan says his $2 million bet on Bitcoin reaching $1 million isn’t about money, but about proving a point.","Source: CryptoPotato Title: Ex-Coinbase CTO Clears the Air on His $2 Million Hyperbitcoinization Bet Description: Balaji Srinivasan says his $2 million bet on Bitcoin reaching $1 million isn’t about money, but about proving a point.",0
CoinTelegraph,"Bitcoin holds $28K due to spot buying, but institutional investors are still selling","BTC price continues to show bullish momentum,  but the absence of whale buyers and institutional investor selling threatens to weaken the current rally.","Source: CoinTelegraph Title: Bitcoin holds $28K due to spot buying, but institutional investors are still selling Description: BTC price continues to show bullish momentum,  but the absence of whale buyers and institutional investor selling threatens to weaken the current rally.",1
CoinTelegraph,Bitcoin hits new 9-month highs above $28K as markets flipflop over FOMC,"Bitcoin price action targets $28,500 with 'all classes' buying BTC, but the odds of the Fed pausing rate hikes are decreasing by the hour.","Source: CoinTelegraph Title: Bitcoin hits new 9-month highs above $28K as markets flipflop over FOMC Description: Bitcoin price action targets $28,500 with 'all classes' buying BTC, but the odds of the Fed pausing rate hikes are decreasing by the hour.",1
CryptoNews,Bitcoin Outflows Surge to $95 Million: CoinShares Report Reveals Alarming Trend \x93 Find Out More Here,"Outflows from investment funds backed by bitcoin rose sharply last week, despite a massive increase in the spot price of the cryptocurrency.","Source: CryptoNews Title: Bitcoin Outflows Surge to $95 Million: CoinShares Report Reveals Alarming Trend \x93 Find Out More Here Description: Outflows from investment funds backed by bitcoin rose sharply last week, despite a massive increase in the spot price of the cryptocurrency.",0
CoinTelegraph,IRS calls for public feedback on taxing NFTs as collectibles,Those wishing to offer feedback to the IRS on having NFTs treated as collectibles such as coins or works of art have until June 19 to submit comments.,Source: CoinTelegraph Title: IRS calls for public feedback on taxing NFTs as collectibles Description: Those wishing to offer feedback to the IRS on having NFTs treated as collectibles such as coins or works of art have until June 19 to submit comments.,0
CryptoPotato,"The Fed Will Continue to Hike Despite Banking Crisis, Predicts Former Richmond Fed Chief","Despite concerns around the banking industry, Jeffrey Lacker doubts the Fed will stop its inflation fight so soon.\xa0","Source: CryptoPotato Title: The Fed Will Continue to Hike Despite Banking Crisis, Predicts Former Richmond Fed Chief Description: Despite concerns around the banking industry, Jeffrey Lacker doubts the Fed will stop its inflation fight so soon.\xa0",1
CoinTelegraph,Why is Bitcoin rising amid collapsing banks? Watch The Market Report,"On this week’s episode of The Market Report, Cointelegraph’s resident expert explains why Bitcoin is rising and why banks are collapsing.","Source: CoinTelegraph Title: Why is Bitcoin rising amid collapsing banks? Watch The Market Report Description: On this week’s episode of The Market Report, Cointelegraph’s resident expert explains why Bitcoin is rising and why banks are collapsing.",1
CryptoNews,"Today in Crypto: Coinbase Halts Support for Signature Bank's Signet, MetaMask & MoonPay Expand Partnership in Nigeria, India to Hit 156M Crypto Users This Year, Xapo Bank Integrates USDC Payment Rails","Get your daily, bite-sized digest of cryptoasset and blockchain-related news.","Source: CryptoNews Title: Today in Crypto: Coinbase Halts Support for Signature Bank's Signet, MetaMask & MoonPay Expand Partnership in Nigeria, India to Hit 156M Crypto Users This Year, Xapo Bank Integrates USDC Payment Rails Description: Get your daily, bite-sized digest of cryptoasset and blockchain-related news.",0
CryptoNews,Stacks Price Prediction as STX Becomes Top 15 Most Traded Crypto in 24 Hours \x93 How High Can STX Go?,"As hype regarding the popular smart-contract-enabled layer-2 Bitcoin scaling protocol grows, Stacks could see substantial further gains in the near future.","Source: CryptoNews Title: Stacks Price Prediction as STX Becomes Top 15 Most Traded Crypto in 24 Hours \x93 How High Can STX Go? Description: As hype regarding the popular smart-contract-enabled layer-2 Bitcoin scaling protocol grows, Stacks could see substantial further gains in the near future.",1
CryptoNews,Belgium Cracks Down on Crypto Ads: New Rule Requires Stark Warning on Risk,Belgium's financial regulator has outlined new crypto advertising laws that require virtual currency firms to include a stark warning about potential risks in their advertisements.,Source: CryptoNews Title: Belgium Cracks Down on Crypto Ads: New Rule Requires Stark Warning on Risk Description: Belgium's financial regulator has outlined new crypto advertising laws that require virtual currency firms to include a stark warning about potential risks in their advertisements.,0
CoinTelegraph,DeFi insurance payouts amounted to $34.4M in 2022: Report,"Ninety percent of all DeFi insurance claims paid out since inception were distributed in 2022, according to OpenCover.","Source: CoinTelegraph Title: DeFi insurance payouts amounted to $34.4M in 2022: Report Description: Ninety percent of all DeFi insurance claims paid out since inception were distributed in 2022, according to OpenCover.",1
CoinTelegraph,These 3 Cointelegraph Markets Pro alerts generated a cumulative profit of over 100%,"Newsquakes™, Twitter Volume and Most Active On-Chain alerts helped Cointelegraph Markets Pro users find three assets that had big moves.","Source: CoinTelegraph Title: These 3 Cointelegraph Markets Pro alerts generated a cumulative profit of over 100% Description: Newsquakes™, Twitter Volume and Most Active On-Chain alerts helped Cointelegraph Markets Pro users find three assets that had big moves.",1
CryptoPotato,"OKX Releases Fifth PoR Report with $8.9B in Clean Assets, Plans to Halt Canadian Branch",The report comes amidst significant turmoil in the financial sector.,"Source: CryptoPotato Title: OKX Releases Fifth PoR Report with $8.9B in Clean Assets, Plans to Halt Canadian Branch Description: The report comes amidst significant turmoil in the financial sector.",1
CoinTelegraph,7 real-world cloud computing examples to know,"From streaming videos to cloud storage solutions, cloud computing has become an integral part of our everyday lives.","Source: CoinTelegraph Title: 7 real-world cloud computing examples to know Description: From streaming videos to cloud storage solutions, cloud computing has become an integral part of our everyday lives.",0
CryptoNews,South Korean Regulator 'Not Meeting SEC to Talk About Crypto's Securities Status',A top South Korean financial regulator has denied reports claiming it is set to cooperate with the United States on efforts to classify certain cryptoassets as securities.,Source: CryptoNews Title: South Korean Regulator 'Not Meeting SEC to Talk About Crypto's Securities Status' Description: A top South Korean financial regulator has denied reports claiming it is set to cooperate with the United States on efforts to classify certain cryptoassets as securities.,1
CoinTelegraph,ZenGo uncovers 'red pill attack' vulnerability in popular Web3 apps,"The vulnerability has since been patched, although it affected a number of leading transaction simulation vendors.","Source: CoinTelegraph Title: ZenGo uncovers 'red pill attack' vulnerability in popular Web3 apps Description: The vulnerability has since been patched, although it affected a number of leading transaction simulation vendors.",0
CryptoNews,Harvest Keeper AI Crypto Scam Siphons $1 Million from Unsuspecting Investors \x93 Here's What Happened,"In an audacious cyber heist, almost $1m was stolen from the Harvest Keeper dApp in classic rug pull attack. With public team all silent on crypto theft, what's going on? Find out here!","Source: CryptoNews Title: Harvest Keeper AI Crypto Scam Siphons $1 Million from Unsuspecting Investors \x93 Here's What Happened Description: In an audacious cyber heist, almost $1m was stolen from the Harvest Keeper dApp in classic rug pull attack. With public team all silent on crypto theft, what's going on? Find out here!",1
CoinTelegraph,Neal Stephenson on the metaverse: ‘It's happening in a different way’,Author Neal Stephenson said that many Web3 problems come from projects wanting to financialize everything very quickly.,Source: CoinTelegraph Title: Neal Stephenson on the metaverse: ‘It's happening in a different way’ Description: Author Neal Stephenson said that many Web3 problems come from projects wanting to financialize everything very quickly.,0
